Column1;dissimilarity_0;dissimilarity_45;dissimilarity_90;dissimilarity_135;correlation_0;correlation_45;correlation_90;correlation_135;homogeneity_0;homogeneity_45;homogeneity_90;homogeneity_135;contrast_0;contrast_45;contrast_90;contrast_135;ASM_0;ASM_45;ASM_90;ASM_135;energy_0;energy_45;energy_90;energy_135;label
128;7,68609E+14;8,88563E+15;8,26902E+13;8,44166E+15;9,1812E+14;8,91329E+15;9,09423E+15;9,06066E+15;1,34795E+16;1,19888E+15;1,29023E+15;1,24856E+16;1,09079E+16;1,45111E+16;1,21532E+16;1,25364E+16;4,74461E+15;4,14487E+16;4,22977E+16;4,3288E+16;2,17821E+15;2,0359E+16;2,05664E+16;2,08058E+15;melanoma
129;8,79913E+15;1,06849E+16;1,03408E+16;1,01572E+16;9,54497E+15;9,29056E+15;9,32898E+15;9,38231E+15;1,20267E+16;1,07433E+16;1,08253E+16;1,0505E+16;1,36349E+16;2,04882E+16;1,92071E+16;1,78871E+16;3,0116E+16;2,71904E+15;2,67383E+16;2,7318E+14;1,7354E+16;1,64895E+15;1,63518E+15;1,65281E+16;melanoma
130;1,1556E+16;1,34639E+16;1,1475E+15;1,00857E+16;8,43187E+15;8,05533E+15;8,60307E+15;8,84018E+14;9,75223E+15;8,15566E+15;9,42753E+15;1,13238E+16;2,59074E+15;3,2738E+15;2,42027E+16;1,95459E+13;3,20595E+15;2,73063E+15;3,04977E+16;3,49413E+15;1,79052E+16;1,65246E+16;1,74636E+16;1,86926E+16;melanoma
131;6,63001E+15;7,52386E+15;7,2295E+15;7,26371E+15;9,05114E+14;8,63964E+15;8,73719E+15;8,72563E+14;1,55772E+16;1,4299E+16;1,50298E+16;1,52395E+15;8,1284E+15;1,06651E+16;9,84242E+15;1,00537E+16;7,05388E+15;6,51433E+14;6,76927E+15;6,85757E+15;2,65591E+16;2,55232E+16;2,60178E+15;2,6187E+14;melanoma
132;1,2787E+16;1,43547E+15;1,26032E+16;1,35381E+16;9,09901E+15;8,90201E+14;9,15162E+15;9,01869E+15;8,80702E+15;7,80145E+15;8,88714E+15;8,02979E+15;2,85434E+16;3,51455E+16;2,75531E+16;3,14476E+15;2,15365E+16;2,02865E+16;2,29779E+15;2,15973E+16;1,46753E+16;1,42431E+16;1,51585E+16;1,4696E+15;melanoma
133;1,35663E+16;1,49464E+16;1,42101E+16;1,52658E+16;9,18759E+15;8,99466E+14;9,12082E+15;8,92405E+15;7,32493E+15;7,1943E+15;7,56986E+15;6,71066E+15;3,24959E+16;3,95205E+16;3,65293E+16;4,24022E+16;1,65731E+16;1,58014E+16;1,5791E+16;1,56907E+16;1,28737E+16;1,25704E+16;1,25662E+16;1,25262E+16;melanoma
134;6,01601E+15;6,73181E+15;6,49779E+15;6,35142E+15;9,74383E+15;9,67395E+15;9,70131E+15;9,71154E+15;1,58495E+16;1,42703E+16;1,4287E+16;1,47884E+16;6,09227E+15;7,54283E+15;6,84441E+15;6,67198E+15;3,90327E+16;3,53305E+15;3,58921E+15;3,70225E+15;1,97567E+16;1,87964E+16;1,89452E+16;1,92412E+16;melanoma
135;7,15388E+15;7,28469E+15;7,05629E+15;7,79586E+15;9,15545E+15;9,12082E+15;9,20399E+15;9,02655E+15;1,36064E+15;1,39116E+15;1,36937E+16;1,22609E+16;8,67757E+15;9,05271E+15;8,15459E+15;9,9945E+15;4,86963E+15;4,90637E+15;4,95285E+14;4,47103E+15;2,20672E+16;2,21503E+15;2,2255E+16;2,11448E+16;melanoma
136;1,35898E+16;1,41352E+16;1,31159E+16;1,44558E+16;8,16614E+15;8,02067E+15;8,27832E+15;7,92628E+15;7,21397E+15;6,94751E+15;7,8086E+15;7,17801E+14;2,97814E+15;3,23935E+15;2,84087E+15;3,39288E+16;1,94565E+16;1,8727E+16;1,97362E+16;1,84421E+16;1,39486E+15;1,36847E+16;1,40485E+16;1,35802E+15;melanoma
137;1,46169E+16;1,59193E+16;1,51162E+16;1,62883E+16;7,58057E+14;7,1431E+15;7,47456E+14;7,08204E+15;7,12197E+15;6,544E+15;6,73515E+15;6,27219E+13;3,58474E+16;4,17559E+16;3,67591E+15;4,2637E+16;1,95194E+15;1,85607E+16;1,90834E+15;1,821E+16;1,39712E+16;1,36238E+16;1,38143E+15;1,34944E+15;melanoma
138;1,15817E+16;1,31862E+16;1,24049E+16;1,29265E+16;9,64991E+15;9,55979E+15;9,59143E+15;9,56287E+15;1,21638E+16;1,09154E+16;1,09636E+16;1,07953E+16;3,19412E+15;3,96179E+16;3,65898E+16;3,93449E+16;4,38543E+15;4,06355E+16;3,89988E+15;3,99393E+16;2,09414E+15;2,01582E+15;1,97481E+16;1,99848E+15;melanoma
139;1,14306E+16;1,12204E+16;1,05422E+15;1,13759E+16;8,8693E+15;8,94928E+15;9,05931E+15;8,90481E+14;9,35764E+15;8,73588E+15;9,93323E+15;8,94616E+15;2,32098E+16;2,19E+16;2,04123E+16;2,28756E+16;2,35296E+16;2,36518E+16;2,45184E+15;2,33556E+16;1,53393E+16;1,53791E+16;1,56583E+16;1,52825E+16;melanoma
140;9,86526E+15;1,03569E+16;1,01774E+16;1,02382E+16;3,04709E+16;2,21924E+16;2,55836E+15;2,68463E+15;1,2749E+16;1,2417E+16;1,21537E+16;1,19186E+16;2,36269E+16;2,62051E+15;2,55307E+15;2,46714E+15;9,02826E+15;8,7788E+15;8,8599E+15;8,68295E+15;3,00471E+16;2,9629E+16;2,97656E+15;2,94668E+14;melanoma
141;1,01228E+16;1,0764E+16;1,06829E+16;1,07987E+16;8,19265E+15;7,95501E+15;8,10213E+15;7,95294E+14;1,02475E+16;9,54597E+15;9,61975E+13;9,39017E+15;1,93929E+16;2,12659E+16;2,0576E+16;2,13133E+16;4,17191E+15;4,02647E+16;3,9723E+15;3,99001E+15;2,04253E+15;2,00661E+15;1,99306E+15;1,9975E+15;melanoma
142;6,94792E+15;7,39446E+15;7,43759E+15;7,3558E+15;4,28465E+16;3,61977E+15;3,92884E+16;3,6563E+16;1,45499E+16;1,41509E+15;1,36779E+16;1,39672E+16;9,74527E+14;1,07565E+16;1,07833E+16;1,07412E+16;1,44415E+15;1,41401E+15;1,39209E+16;1,39896E+16;3,80019E+15;3,76034E+15;3,73107E+16;3,74026E+15;melanoma
143;6,80548E+15;8,02189E+15;7,59043E+15;7,22415E+15;8,80313E+15;8,41557E+15;8,5263E+15;8,62947E+15;1,68441E+16;1,43829E+16;1,51992E+16;1,61139E+16;1,1204E+16;1,45691E+15;1,36501E+16;1,25879E+16;6,12102E+15;5,28928E+15;5,60128E+15;5,8978E+15;2,47407E+15;2,29984E+15;2,3667E+16;2,42854E+16;melanoma
144;8,56878E+12;8,92969E+15;7,63115E+15;8,44719E+15;8,55781E+15;8,41362E+15;8,81757E+15;8,56707E+15;1,13796E+16;1,04567E+16;1,29152E+16;1,13592E+16;1,20099E+16;1,29323E+15;9,81444E+15;1,16432E+16;4,28062E+16;4,2217E+15;4,76764E+15;4,41156E+16;2,06897E+16;2,05468E+16;2,18349E+16;2,10037E+16;melanoma
145;4,95265E+15;5,79386E+15;6,31798E+15;6,40945E+15;9,48121E+15;9,22066E+15;9,08224E+15;9,07141E+15;1,9289E+16;1,69508E+15;1,57616E+15;1,51786E+15;4,35875E+15;5,86446E+16;6,91543E+15;7,05319E+15;1,4171E+16;1,38369E+16;1,36147E+15;1,3298E+16;3,76443E+16;3,7198E+15;3,68981E+16;3,64665E+16;melanoma
146;8,39219E+15;8,26185E+15;7,7335E+15;9,19494E+15;9,26612E+15;9,26343E+15;9,37182E+15;9,12035E+14;1,26096E+16;1,27808E+16;1,40872E+16;1,14715E+16;1,32436E+16;1,3115E+16;1,16628E+15;1,57155E+16;4,95229E+15;4,8561E+16;4,91102E+14;4,59628E+16;2,22537E+16;2,20366E+16;2,21608E+15;2,14389E+15;melanoma
147;4,90608E+15;5,72453E+15;5,58125E+15;5,37599E+15;7,81133E+14;7,07009E+15;7,27511E+15;7,64985E+15;2,06484E+16;1,78074E+16;1,83072E+16;1,86056E+16;5,55685E+15;7,42081E+14;6,91907E+15;5,95215E+15;1,43029E+15;1,23393E+15;1,26413E+16;1,29465E+16;3,78192E+15;3,51273E+15;3,55546E+15;3,59813E+15;melanoma
148;7,81404E+15;7,81062E+15;6,76622E+15;8,14567E+15;9,58264E+15;9,57399E+15;9,67618E+15;9,52982E+15;1,2133E+16;1,22118E+16;1,45485E+16;1,21568E+16;1,00197E+15;1,01528E+16;7,92827E+15;1,12048E+16;3,08699E+16;3,14073E+15;3,53297E+16;3,03067E+16;1,75698E+15;1,77221E+15;1,87962E+16;1,74088E+16;melanoma
149;1,06432E+16;1,14032E+16;1,062E+16;1,14894E+16;8,07304E+15;7,81936E+15;8,10206E+15;7,73412E+15;9,51428E+15;8,39615E+15;9,05438E+15;8,99852E+15;1,86677E+15;2,09932E+15;1,84157E+16;2,18005E+16;3,45077E+15;3,23824E+15;3,39036E+15;3,2514E+15;1,85762E+16;1,79951E+16;1,84129E+15;1,80316E+15;melanoma
150;5,54777E+15;5,71498E+14;5,01422E+15;5,6262E+15;8,22897E+15;8,14267E+15;8,61109E+15;8,20927E+15;1,67253E+16;1,64829E+15;1,78946E+16;1,58456E+15;5,03415E+15;5,3254E+16;4,0427E+15;5,13797E+15;1,14401E+16;1,11287E+16;1,1845E+16;1,10173E+15;3,38232E+16;3,33597E+15;3,44166E+15;3,31923E+16;melanoma
151;6,46867E+15;6,77192E+15;5,89817E+15;6,89929E+15;9,17989E+15;9,09629E+15;9,29806E+15;9,07987E+15;1,65312E+16;1,58821E+15;1,81172E+16;1,5472E+16;7,85861E+15;8,64562E+15;6,73616E+14;8,79976E+15;5,26431E+15;5,05549E+15;5,72969E+15;4,90135E+14;2,29441E+16;2,24844E+16;2,39368E+16;2,2139E+15;melanoma
152;3,88499E+15;3,92091E+15;3,76734E+15;4,15845E+15;9,86797E+15;9,86234E+15;9,87506E+15;9,85103E+15;2,38915E+16;2,39505E+16;2,44035E+15;2,25143E+16;2,83185E+16;2,94808E+16;2,68417E+15;3,19077E+16;5,73525E+15;5,71796E+14;5,91499E+15;5,38935E+15;2,39484E+16;2,39122E+15;2,43207E+15;2,3215E+15;melanoma
153;3,93208E+15;4,41884E+15;4,44979E+15;4,6888E+15;9,75349E+15;9,68635E+14;9,69128E+14;9,66525E+15;2,43788E+16;2,21585E+16;2,15377E+15;2,05136E+16;2,87047E+16;3,62109E+15;3,57972E+16;3,86475E+15;7,76699E+15;6,9909E+15;6,83487E+15;6,47196E+15;2,78693E+15;2,64403E+16;2,61436E+15;2,544E+16;melanoma
154;3,81401E+16;3,95827E+15;4,43651E+15;4,80468E+15;9,8893E+15;9,885E+15;9,85607E+15;9,83532E+15;2,46128E+16;2,3684E+16;2,15579E+15;1,99305E+16;2,90877E+15;3,01469E+16;3,78656E+15;4,31758E+15;5,25239E+15;5,01455E+15;4,52148E+14;4,18935E+16;2,29181E+15;2,23932E+16;2,12638E+15;2,04679E+15;melanoma
155;3,6892E+16;3,84739E+15;4,13742E+14;4,51412E+15;9,92131E+15;9,91278E+15;9,90162E+15;9,88423E+15;2,58062E+15;2,5096E+15;2,34117E+16;2,1946E+16;2,52908E+16;2,80965E+16;3,16302E+14;3,72935E+13;8,56682E+15;8,1471E+15;7,6761E+15;7,16569E+15;2,92691E+16;2,85431E+16;2,77058E+16;2,67688E+16;melanoma
156;5,67888E+15;6,02136E+15;5,69063E+15;6,1823E+15;9,54162E+15;9,46996E+15;9,53292E+15;9,46419E+15;1,79018E+16;1,73749E+15;1,82254E+15;1,65859E+16;5,84781E+14;6,7448E+15;5,9844E+16;6,81924E+15;4,75418E+16;4,62075E+15;4,83492E+16;4,37466E+16;2,18041E+16;2,14959E+15;2,19885E+16;2,09157E+16;melanoma
157;1,10871E+15;1,17805E+16;1,01324E+16;1,07829E+16;9,16805E+15;9,085E+15;9,28534E+15;9,19365E+15;1,05776E+16;9,62217E+14;1,20281E+16;1,11443E+16;2,23656E+16;2,48672E+16;1,97544E+16;2,18913E+16;2,50318E+15;2,32093E+16;2,85949E+16;2,65744E+15;1,58214E+16;1,52346E+16;1,691E+15;1,63017E+16;melanoma
158;1,07145E+16;1,10998E+15;1,09595E+15;1,13237E+16;8,7296E+15;8,61322E+15;8,65752E+15;8,58411E+15;1,01595E+16;9,9651E+15;1,04785E+16;9,78131E+15;2,01383E+16;2,21496E+16;2,19958E+16;2,26184E+15;2,83237E+16;2,86527E+16;2,87818E+16;2,70816E+16;1,68296E+16;1,69271E+16;1,69652E+15;1,64565E+16;melanoma
159;1,30199E+16;1,39873E+16;1,34263E+16;1,36779E+16;9,11866E+15;8,99551E+15;9,06894E+15;9,01442E+15;9,19152E+15;8,2473E+15;8,84777E+15;8,56475E+15;3,45526E+16;3,83416E+16;3,55921E+16;3,76795E+16;1,60376E+15;1,51116E+16;1,54348E+15;1,53427E+16;1,2664E+16;1,22929E+16;1,24237E+16;1,23865E+16;melanoma
160;8,34148E+15;9,57535E+15;9,68489E+15;9,61509E+15;8,73661E+15;8,29355E+15;8,26202E+15;8,32075E+14;1,23589E+16;1,019E+16;1,01016E+16;1,02501E+16;1,32858E+15;1,67783E+16;1,70861E+15;1,64743E+16;4,60557E+16;4,26547E+15;4,33044E+16;4,26751E+15;2,14606E+15;2,0653E+16;2,08097E+15;2,0658E+16;melanoma
161;1,38338E+16;1,3277E+15;9,96528E+15;1,19094E+15;7,31886E+15;7,48393E+15;8,62856E+15;8,15745E+15;1,25934E+16;1,26362E+16;1,47595E+16;1,23968E+16;5,6676E+15;5,33513E+15;2,9298E+15;3,90791E+14;3,58969E+15;3,69072E+16;4,31802E+15;3,69462E+15;1,89465E+16;1,92112E+15;2,07798E+16;1,92214E+16;melanoma
162;8,68485E+15;8,54445E+15;8,55275E+15;9,57365E+15;8,36211E+15;8,47379E+15;8,44638E+15;7,98709E+15;1,14013E+16;1,17617E+16;1,18503E+16;1,04756E+16;1,30288E+15;1,21524E+16;1,28588E+16;1,5981E+16;4,3649E+16;4,32469E+15;4,33649E+16;4,06901E+16;2,08924E+15;2,07959E+15;2,08242E+16;2,01718E+16;melanoma
163;8,60469E+15;8,50355E+15;9,36059E+14;1,11775E+16;9,68586E+15;9,69075E+15;9,65657E+15;9,51313E+15;1,50891E+16;1,49553E+16;1,35746E+16;1,18122E+16;1,56668E+16;1,55213E+16;1,71999E+15;2,44448E+16;6,27661E+15;6,05515E+15;6,26041E+15;5,39973E+15;2,50532E+13;2,46072E+16;2,50208E+16;2,32373E+16;melanoma
164;1,0515E+16;1,04677E+16;9,60598E+15;1,0924E+16;8,65259E+14;8,68649E+15;8,87775E+15;8,52598E+15;1,01181E+16;9,75254E+13;1,08663E+15;9,66153E+14;1,90901E+16;1,85141E+16;1,58852E+16;2,08234E+16;3,40529E+15;3,42864E+16;3,63671E+16;3,3199E+16;1,84534E+15;1,85166E+16;1,90701E+16;1,82206E+15;melanoma
165;6,56851E+14;6,80548E+15;6,1066E+15;6,55295E+15;8,05764E+15;7,92756E+15;8,27118E+15;7,99147E+14;1,52133E+16;1,45756E+16;1,62244E+15;1,51443E+16;7,84808E+15;8,30693E+15;7,0667E+15;8,0251E+15;8,07618E+14;7,81828E+15;8,45805E+14;8,07659E+14;2,84186E+16;2,79612E+16;2,90827E+15;2,84193E+16;melanoma
166;5,09252E+15;5,57384E+15;5,44256E+15;5,63739E+15;8,43426E+15;8,15371E+13;8,24407E+15;8,12862E+15;1,82334E+16;1,67136E+16;1,72788E+15;1,6798E+15;4,57194E+15;5,42448E+15;5,14355E+15;5,49568E+15;1,27102E+16;1,19277E+16;1,19786E+15;1,16966E+16;3,56513E+16;3,45366E+15;3,461E+16;3,42003E+16;melanoma
167;9,55829E+15;1,00277E+16;8,66743E+15;9,35134E+15;8,2643E+15;8,0835E+15;8,63188E+15;8,30188E+15;1,08439E+16;1,01155E+15;1,13989E+16;1,07655E+16;1,53755E+15;1,67681E+16;1,26259E+15;1,47481E+16;4,67593E+15;4,49504E+15;4,97325E+15;4,77995E+15;2,16239E+16;2,12015E+16;2,23008E+16;2,18631E+14;melanoma
168;8,48376E+15;8,6147E+15;8,46915E+15;9,62252E+15;9,54739E+15;9,51351E+15;9,53281E+15;9,43586E+15;1,63214E+15;1,70328E+16;1,72581E+16;1,50909E+16;1,55963E+15;1,67841E+16;1,61883E+13;1,94654E+16;8,74763E+15;8,59633E+15;8,79747E+15;7,25508E+15;2,95764E+16;2,93195E+16;2,96605E+16;2,69353E+16;melanoma
169;9,42476E+15;1,16262E+16;1,14497E+16;1,04777E+16;9,01409E+15;8,38131E+15;8,53309E+15;8,69718E+15;1,08706E+16;9,32347E+15;9,34309E+15;1,01551E+16;1,55516E+16;2,39878E+16;2,2681E+16;1,91963E+15;5,06864E+15;4,55415E+16;4,47428E+15;4,80598E+16;2,25136E+16;2,13405E+16;2,11525E+16;2,19226E+15;melanoma
170;7,44616E+15;8,03308E+15;8,05643E+15;9,18762E+15;9,68749E+14;9,6451E+15;9,6378E+15;9,54265E+15;1,64751E+16;1,49964E+15;1,57962E+16;1,42488E+16;1,17859E+16;1,35383E+15;1,37133E+15;1,74499E+15;8,21455E+15;7,36423E+14;7,58128E+15;7,12296E+15;2,8661E+16;2,71371E+16;2,75341E+16;2,66889E+16;melanoma
171;8,6911E+14;9,22969E+15;9,34854E+15;9,94243E+15;8,48608E+15;8,20737E+15;8,29532E+15;8,11464E+15;1,33211E+16;1,26276E+16;1,21643E+16;1,12321E+16;1,69086E+14;1,9348E+16;1,90422E+15;2,04085E+16;5,15921E+15;5,14862E+14;5,01102E+15;4,75839E+15;2,27139E+15;2,26906E+16;2,23853E+16;2,18137E+16;melanoma
172;8,23849E+13;9,19821E+14;8,58819E+15;8,76768E+15;8,82919E+15;8,49741E+15;8,74036E+15;8,6423E+15;1,21214E+16;1,09276E+15;1,16967E+16;1,11103E+16;1,18767E+16;1,45775E+15;1,25692E+15;1,31743E+15;4,3189E+15;4,06074E+15;4,20799E+15;4,20207E+15;2,0782E+14;2,01513E+15;2,05134E+16;2,04989E+15;melanoma
173;6,62746E+15;6,75175E+15;6,09321E+15;6,9417E+16;9,45419E+15;9,42796E+15;9,54012E+15;9,40378E+15;1,51119E+16;1,47737E+16;1,59434E+16;1,42611E+16;7,62508E+15;7,87348E+15;6,46583E+15;8,21271E+15;4,50954E+15;4,46559E+15;4,86383E+16;4,33297E+15;2,12357E+15;2,11319E+15;2,20541E+16;2,08158E+16;melanoma
174;7,12566E+15;7,25408E+15;6,34443E+16;7,64472E+15;9,77919E+15;9,77524E+15;9,8308E+15;9,74735E+15;2,39961E+15;2,34871E+15;2,54112E+15;2,37928E+15;1,44778E+15;1,48179E+16;1,09974E+15;1,66576E+16;3,29273E+16;3,38023E+15;3,4628E+15;3,35661E+15;5,73823E+15;5,81398E+15;5,88456E+16;5,79362E+16;melanoma
175;5,45658E+15;6,34435E+15;5,35031E+15;5,29902E+15;9,71185E+14;9,63036E+15;9,73193E+15;9,71799E+15;1,82388E+15;1,48313E+16;1,77609E+15;1,86471E+15;5,33522E+15;6,73956E+15;4,96599E+16;5,14305E+15;6,34092E+15;5,65265E+15;6,18276E+15;6,29195E+15;2,51812E+16;2,37753E+15;2,48651E+16;2,50838E+16;melanoma
176;1,17575E+16;1,22243E+16;1,1528E+16;1,18404E+16;5,76745E+15;5,48831E+15;5,96968E+15;5,73313E+15;9,34433E+15;8,67508E+15;9,1769E+15;9,0242E+15;2,44747E+16;2,61742E+15;2,34384E+16;2,48016E+16;4,20367E+16;4,06251E+15;4,24215E+15;4,17078E+15;2,05029E+15;2,01557E+15;2,05965E+15;2,04225E+16;melanoma
177;6,11581E+15;6,51472E+16;5,94677E+15;6,1576E+15;7,91854E+15;7,72568E+15;8,082E+15;7,93385E+15;1,68268E+16;1,54367E+16;1,64158E+16;1,6394E+16;7,2415E+15;7,86653E+15;6,62161E+15;7,1473E+15;9,58723E+15;8,94322E+14;9,60486E+15;9,43474E+15;3,09632E+16;2,99052E+16;3,09917E+16;3,0716E+14;melanoma
178;7,10085E+15;7,66591E+15;6,86059E+15;6,17975E+14;7,89328E+15;7,42544E+15;7,92518E+15;8,55937E+14;1,54422E+16;1,48677E+16;1,63311E+16;1,59647E+16;1,13437E+16;1,33328E+16;1,10869E+16;7,45115E+15;8,64089E+15;8,43863E+15;9,24504E+15;9,08407E+15;2,93954E+16;2,90493E+15;3,04057E+16;3,01398E+16;melanoma
179;4,12652E+16;4,95574E+14;4,18723E+16;4,05038E+15;9,7635E+15;9,65202E+15;9,76227E+15;9,75537E+15;2,01971E+14;1,7599E+16;1,99104E+16;2,2688E+16;2,64337E+16;3,82715E+15;2,69584E+16;2,68787E+16;8,56971E+15;7,54166E+15;8,22736E+15;8,67621E+15;2,92741E+16;2,74621E+15;2,86834E+15;2,94554E+15;melanoma
180;1,36304E+16;1,45146E+15;1,36182E+15;1,44717E+16;7,11287E+15;6,78389E+15;7,17973E+14;6,76814E+15;8,5981E+15;7,88438E+15;8,14663E+15;7,72082E+15;3,56849E+16;3,93576E+15;3,45311E+16;3,96067E+15;2,60491E+15;2,47567E+15;2,5502E+15;2,49028E+16;1,61397E+16;1,57343E+15;1,59694E+16;1,57806E+15;melanoma
181;5,71226E+15;6,66897E+15;6,35973E+15;6,16425E+15;9,31227E+15;9,00811E+15;9,10795E+15;9,15323E+15;1,65662E+16;1,4605E+16;1,5167E+15;1,55947E+15;5,49265E+16;7,43338E+15;6,76195E+15;6,30023E+15;8,15188E+15;7,6953E+15;7,87446E+15;7,91353E+15;2,85515E+16;2,77404E+16;2,80615E+16;2,8131E+16;melanoma
182;8,29645E+15;9,83259E+15;1,0784E+15;1,06708E+16;9,64361E+15;9,53902E+15;9,39641E+15;9,39245E+15;1,29492E+15;1,05702E+16;1,06251E+16;1,07916E+16;1,35631E+15;1,7365E+16;2,29337E+16;2,28991E+15;2,48532E+15;2,04749E+16;1,9662E+15;2,00857E+16;1,57649E+16;1,43091E+15;1,40221E+16;1,41724E+16;melanoma
183;7,39015E+15;7,20205E+15;7,87948E+15;8,78556E+15;9,26807E+15;9,27499E+15;9,1808E+15;8,97047E+15;1,3117E+16;1,36688E+15;1,21432E+16;1,07812E+16;9,12096E+15;8,78517E+14;1,02424E+16;1,25506E+16;4,44103E+16;4,4559E+15;4,17851E+16;3,9221E+16;2,10737E+16;2,1109E+16;2,04414E+15;1,98043E+15;melanoma
184;7,92344E+16;8,87495E+15;7,6737E+15;7,73479E+15;9,16682E+15;8,97114E+14;9,20774E+15;9,19188E+15;1,52001E+15;1,43424E+16;1,60846E+15;1,57834E+16;1,23684E+15;1,52771E+16;1,18123E+16;1,19794E+16;7,18199E+15;6,84537E+15;7,59251E+15;7,21825E+15;2,67992E+16;2,61637E+16;2,75545E+15;2,68668E+15;melanoma
185;1,67768E+16;1,76421E+16;1,77419E+15;1,82188E+15;6,89832E+15;6,53857E+15;6,56566E+15;6,40003E+15;7,46515E+15;6,88545E+15;6,69339E+15;6,36736E+15;5,62058E+15;6,07053E+15;6,08332E+14;6,30709E+14;1,83039E+15;1,79526E+16;1,76496E+16;1,72448E+16;1,35292E+16;1,33987E+16;1,32852E+16;1,3132E+16;melanoma
186;9,40317E+14;1,01187E+16;9,36031E+15;9,74349E+15;8,66525E+15;8,54007E+15;8,80726E+14;8,57721E+15;1,07468E+15;1,02085E+16;1,09802E+16;1,08823E+16;1,63953E+15;1,82283E+16;1,56083E+16;1,76868E+16;3,56008E+16;3,24263E+16;3,38516E+16;3,44493E+16;1,88682E+14;1,80073E+16;1,83988E+16;1,85605E+15;melanoma
187;1,59457E+16;1,70707E+16;1,50046E+16;1,60288E+16;8,39586E+15;8,19377E+13;8,62988E+15;8,33834E+15;6,44752E+15;6,15387E+16;7,26677E+15;6,6635E+15;4,31524E+16;4,87147E+15;3,86783E+15;4,47196E+15;1,47776E+16;1,41042E+16;1,52674E+15;1,47965E+16;1,21563E+16;1,18761E+16;1,23561E+16;1,21641E+16;melanoma
188;8,44882E+15;8,59396E+15;7,34553E+15;8,09697E+14;9,65992E+14;9,65157E+15;9,73809E+15;9,67459E+15;1,37746E+16;1,3517E+15;1,68672E+15;1,54859E+16;1,26832E+16;1,30736E+16;9,97716E+15;1,22053E+16;3,77711E+16;3,74725E+15;4,69839E+16;4,25541E+16;1,94348E+15;1,93578E+16;2,16758E+15;2,06286E+16;melanoma
189;8,42595E+15;8,61009E+14;8,15844E+15;9,01006E+14;9,3092E+15;9,28392E+15;9,3811E+14;9,2176E+15;1,173E+16;1,11239E+16;1,16536E+16;1,07797E+16;1,1906E+16;1,22085E+16;1,0903E+16;1,33764E+15;3,28489E+16;3,22717E+16;3,32428E+16;3,14826E+15;1,81243E+16;1,79643E+16;1,82326E+16;1,77433E+16;melanoma
190;7,33428E+15;7,49956E+15;7,36652E+15;7,86781E+15;8,64241E+15;8,58711E+15;8,64251E+15;8,47421E+14;1,35036E+15;1,32133E+16;1,30705E+16;1,23678E+16;9,21352E+15;9,56747E+15;9,21409E+15;1,03312E+16;5,71076E+15;5,63605E+15;5,66513E+15;5,33676E+15;2,38972E+16;2,37404E+15;2,38015E+15;2,31014E+16;melanoma
191;9,99602E+15;1,0928E+16;1,01304E+16;1,0379E+16;7,96803E+15;7,67522E+15;7,95106E+14;7,77552E+15;1,11169E+16;9,35262E+15;1,03582E+16;1,01648E+16;1,88089E+16;2,09951E+16;1,86389E+16;2,01975E+16;5,19567E+15;4,82596E+15;5,02981E+15;5,08207E+15;2,2794E+16;2,19681E+15;2,24272E+16;2,25435E+15;melanoma
192;8,57277E+15;9,41153E+15;8,43319E+15;9,38078E+15;9,42338E+15;9,34619E+15;9,50225E+15;9,369E+15;1,23821E+16;1,18673E+16;1,43544E+15;1,15536E+16;1,40491E+15;1,62442E+16;1,27634E+16;1,56765E+16;2,90369E+16;2,72527E+16;3,42973E+15;2,65827E+15;1,70402E+15;1,65084E+16;1,85195E+16;1,63042E+16;melanoma
193;8,95762E+15;8,92135E+15;8,02343E+15;9,16236E+15;9,36898E+15;9,36161E+15;9,48038E+15;9,34432E+15;1,09898E+15;1,11187E+16;1,23658E+16;1,05574E+16;1,30962E+16;1,32921E+16;1,10931E+16;1,36809E+16;2,65206E+16;2,65468E+15;2,9013E+15;2,61831E+16;1,62852E+15;1,62932E+14;1,70332E+15;1,61812E+16;melanoma
194;6,18371E+16;9,44739E+15;9,15648E+15;7,43398E+15;9,86637E+15;9,71783E+15;9,7234E+15;9,79909E+15;2,01714E+15;1,26301E+16;1,34143E+16;1,71186E+15;8,74463E+15;1,80773E+15;1,76898E+16;1,28647E+16;6,36749E+15;4,81901E+15;4,77517E+16;5,37112E+15;2,52339E+16;2,19522E+16;2,18522E+16;2,31757E+16;melanoma
195;1,01575E+15;1,08233E+16;1,03933E+16;1,16836E+16;8,87227E+15;8,65084E+15;8,74223E+15;8,47308E+15;1,01311E+16;9,99764E+14;1,00108E+16;8,65849E+15;1,75355E+16;2,08767E+16;1,93521E+15;2,36414E+15;2,63978E+16;2,57288E+15;2,70155E+16;2,39806E+16;1,62474E+16;1,60402E+16;1,64364E+15;1,54857E+16;melanoma
196;5,07931E+15;5,54533E+15;5,16681E+15;5,54926E+15;9,06163E+15;8,88666E+15;9,03978E+15;8,87263E+15;1,87606E+16;1,67984E+15;1,79706E+16;1,70491E+16;4,48237E+15;5,13109E+15;4,41767E+15;5,19419E+15;1,03746E+16;9,75773E+15;1,03835E+16;9,76677E+15;3,22096E+16;3,12374E+15;3,22235E+16;3,12518E+15;melanoma
