Column1;dissimilarity_0;dissimilarity_45;dissimilarity_90;dissimilarity_135;correlation_0;correlation_45;correlation_90;correlation_135;homogeneity_0;homogeneity_45;homogeneity_90;homogeneity_135;contrast_0;contrast_45;contrast_90;contrast_135;ASM_0;ASM_45;ASM_90;ASM_135;energy_0;energy_45;energy_90;energy_135;label
266;6,22919E+15;7,41799E+16;7,54443E+15;7,72095E+15;9,62401E+15;9,50126E+15;9,47665E+15;9,44222E+15;1,65336E+16;1,31614E+16;1,43289E+15;1,37264E+16;6,92167E+15;9,53514E+15;1,03142E+16;1,06721E+16;7,88762E+15;7,08147E+15;7,40918E+15;7,17876E+15;2,80849E+16;2,6611E+14;2,72198E+16;2,67932E+16;vascular
267;6,95018E+14;7,75792E+15;7,962E+15;8,62089E+14;8,84396E+15;8,63395E+15;8,44467E+15;8,1527E+15;1,60999E+16;1,45229E+15;1,47958E+14;1,37161E+16;1,06248E+16;1,27208E+16;1,4122E+16;1,72281E+16;1,05392E+16;9,57093E+15;9,44867E+15;8,77494E+15;3,24642E+15;3,09369E+16;3,07387E+15;2,96225E+16;vascular
268;9,216E+15;8,81001E+14;5,54729E+14;7,924E+15;9,76374E+15;9,78156E+15;9,91182E+15;9,81772E+15;1,10494E+16;1,15802E+16;1,82349E+16;1,35068E+16;1,38869E+15;1,3076E+15;5,52576E+15;1,09168E+16;3,21625E+15;3,39813E+15;4,59816E+15;3,69066E+15;1,79339E+15;1,8434E+16;2,14433E+16;1,92111E+16;vascular
269;1,18858E+16;1,30056E+15;1,22481E+15;1,30626E+16;8,68844E+15;8,51431E+14;8,62616E+15;8,47998E+15;1,14719E+16;1,11188E+16;1,11629E+16;1,00402E+16;2,93841E+16;3,35717E+15;3,10916E+15;3,43363E+16;4,60646E+16;4,22254E+16;4,47806E+15;4,30401E+15;2,14627E+16;2,05488E+16;2,11614E+16;2,07461E+16;vascular
270;6,58358E+15;6,84551E+15;6,20686E+15;7,11312E+15;9,29478E+15;9,2786E+15;9,36682E+15;9,12113E+15;1,88211E+16;1,81796E+16;1,93014E+16;1,81236E+16;9,40317E+15;9,80952E+14;8,47689E+15;1,19514E+16;1,73557E+16;1,69995E+16;1,79967E+16;1,68581E+16;4,16602E+15;4,12304E+16;4,24226E+14;4,10586E+15;vascular
271;1,10074E+16;1,58496E+16;1,66626E+16;1,7734E+15;9,142E+15;8,12838E+15;7,91584E+15;7,84863E+15;1,48213E+14;1,24795E+16;1,17349E+14;1,06839E+16;3,16329E+16;6,68299E+15;7,2774E+15;7,68159E+14;5,54135E+15;4,62268E+16;4,21357E+16;4,13891E+16;2,35401E+14;2,15004E+15;2,0527E+16;2,03443E+16;vascular
272;8,29825E+15;9,77083E+15;8,03E+15;7,94733E+15;9,4979E+15;9,30008E+15;9,54764E+15;9,56342E+15;1,53692E+16;1,35167E+16;1,55919E+16;1,57319E+15;1,72382E+16;2,36755E+16;1,50615E+15;1,47685E+15;9,52485E+15;8,48802E+15;9,62378E+15;9,59181E+15;3,08624E+15;2,91342E+16;3,10222E+16;3,09706E+16;vascular
273;8,21909E+14;9,12647E+15;8,24743E+15;9,08187E+15;9,19343E+15;9,04413E+15;9,19956E+15;9,02744E+15;1,31544E+16;1,12837E+15;1,26946E+15;1,2066E+16;1,23288E+16;1,49157E+16;1,23917E+16;1,51608E+16;9,7436E+15;8,62351E+15;9,38714E+15;8,83338E+15;3,12147E+16;2,93658E+16;3,06384E+16;2,9721E+14;vascular
274;6,89951E+15;6,18104E+15;6,54543E+15;7,92239E+15;9,4583E+15;9,57192E+15;9,50427E+14;9,24862E+15;1,67065E+16;1,79937E+16;1,71938E+16;1,50213E+15;9,31884E+15;7,52283E+15;8,79337E+15;1,32199E+16;1,00688E+16;1,07155E+16;1,02687E+16;9,25914E+15;3,17314E+16;3,27346E+15;3,20448E+15;3,04288E+16;vascular
275;6,91144E+16;7,712E+15;7,695E+15;8,14422E+15;8,68835E+15;8,46359E+15;8,46743E+15;8,24898E+15;2,00649E+16;1,76563E+15;1,8075E+16;1,80565E+15;1,41739E+15;1,71033E+16;1,67012E+15;1,95043E+16;2,01915E+16;1,81481E+16;1,84907E+15;1,88631E+16;4,4935E+15;4,26005E+15;4,30008E+15;4,34317E+15;vascular
276;6,81853E+15;7,56719E+14;6,81286E+15;7,52054E+15;9,57586E+15;9,48305E+15;9,53797E+15;9,46088E+15;2,02566E+16;1,91654E+16;2,06961E+16;1,89857E+16;1,15889E+16;1,40095E+16;1,22819E+16;1,46099E+15;1,88012E+16;1,73566E+15;1,85757E+16;1,7743E+16;4,33604E+15;4,16612E+15;4,30996E+15;4,21224E+15;vascular
277;1,04925E+16;1,0832E+16;9,27557E+15;1,05494E+16;8,12395E+15;7,95301E+15;8,49185E+15;8,07881E+15;9,63089E+14;9,1697E+15;1,1974E+15;9,83204E+15;1,93742E+16;2,05439E+15;1,59887E+15;1,94327E+16;4,36279E+15;4,34878E+16;4,79133E+15;4,60148E+14;2,08873E+16;2,08537E+16;2,18891E+16;2,14511E+16;vascular
278;7,81305E+16;9,3191E+15;8,80057E+15;8,79592E+15;8,74399E+15;8,2748E+15;8,49818E+14;8,52467E+15;1,58469E+15;1,42312E+15;1,4194E+14;1,40472E+16;1,34159E+15;1,88576E+16;1,61719E+16;1,61308E+16;1,54608E+14;1,36664E+16;1,41018E+15;1,38745E+15;3,93202E+15;3,6968E+15;3,75524E+15;3,72485E+16;vascular
279;8,29109E+15;9,84947E+15;1,05483E+16;1,04866E+15;9,53628E+15;9,26143E+15;9,16028E+15;9,12389E+15;1,36075E+16;1,18229E+16;1,1069E+16;1,17309E+16;1,23847E+15;1,85822E+16;2,13512E+16;2,20911E+15;7,32376E+15;6,60814E+15;6,42378E+15;6,53765E+15;2,70624E+15;2,57063E+16;2,53452E+16;2,55688E+15;vascular
280;6,61796E+15;7,0892E+15;7,54186E+15;8,20525E+15;9,19325E+15;8,7412E+15;8,7428E+15;8,42663E+15;1,7352E+15;1,78791E+15;1,66613E+16;1,64798E+13;8,63538E+15;1,19885E+16;1,27923E+16;1,50949E+16;1,4674E+16;1,48861E+16;1,52033E+16;1,53761E+16;3,83067E+14;3,85825E+16;3,89914E+15;3,92124E+15;vascular
281;5,13698E+14;5,41593E+15;5,59071E+15;5,82541E+15;8,86267E+15;8,58507E+15;8,46017E+15;8,20436E+15;1,88116E+16;1,78031E+16;1,83438E+16;1,84548E+15;4,64077E+15;5,08772E+15;5,6413E+15;6,59334E+13;1,67659E+16;1,66792E+14;1,76148E+16;1,71656E+16;4,09462E+15;4,08402E+16;4,197E+15;4,14313E+15;vascular
282;7,31888E+15;8,86664E+15;7,827E+15;8,28565E+15;8,95466E+15;8,63627E+15;8,88637E+15;8,73122E+15;1,8098E+16;1,50038E+15;1,77275E+16;1,71723E+15;1,38614E+15;1,84888E+15;1,48774E+16;1,72046E+15;1,78184E+16;1,473E+16;1,60916E+16;1,58252E+15;4,22118E+15;3,83797E+15;4,01144E+16;3,97809E+16;vascular
283;8,85418E+14;1,11627E+16;9,65843E+15;9,93031E+14;9,17386E+15;8,79046E+15;8,98449E+15;8,953E+15;2,52289E+15;2,34874E+16;2,55299E+15;2,46756E+16;3,2234E+16;4,87447E+16;4,0264E+16;4,22018E+16;3,30002E+16;3,0018E+16;3,62596E+14;3,28186E+16;5,74458E+16;5,47886E+15;6,02159E+14;5,72875E+15;vascular
284;7,59986E+15;7,85534E+15;6,18229E+15;7,88102E+15;9,44971E+15;9,39282E+15;9,5938E+15;9,39246E+15;1,61554E+16;1,62305E+16;1,97351E+16;1,66342E+15;1,20294E+16;1,31665E+16;9,0474E+15;1,31912E+15;9,37386E+13;9,71074E+15;1,1038E+16;9,81944E+15;3,06168E+16;3,11621E+16;3,32234E+15;3,1336E+15;vascular
285;2,74807E+16;2,81089E+16;2,93229E+15;2,87676E+16;3,34719E+15;3,21923E+16;2,80483E+15;2,95425E+15;3,02705E+16;2,92575E+14;2,81533E+16;2,88223E+16;1,28985E+16;1,32364E+15;1,44169E+16;1,38099E+16;9,82996E+13;9,6248E+15;9,32865E+15;9,4433E+15;9,91461E+15;9,81061E+14;9,6585E+15;9,71766E+15;vascular
286;6,79663E+15;9,1721E+15;9,58057E+15;9,34155E+14;9,35081E+15;8,85235E+15;8,76966E+15;8,85068E+15;1,90413E+16;1,59214E+15;1,50371E+16;1,45088E+16;9,70041E+15;1,72439E+16;1,83335E+15;1,72709E+15;1,86492E+16;1,41975E+16;1,36756E+16;1,27401E+15;4,31848E+16;3,76796E+15;3,69806E+15;3,56933E+15;vascular
287;8,98105E+15;9,20643E+15;9,87771E+15;1,13455E+16;8,37124E+15;8,27806E+15;7,78485E+15;7,13661E+13;1,20906E+16;1,20096E+15;1,21578E+16;1,05489E+15;1,36661E+16;1,44387E+16;1,82966E+16;2,39262E+16;5,02446E+15;5,17566E+15;5,11969E+14;4,60277E+16;2,24153E+15;2,27501E+16;2,26267E+16;2,14541E+15;vascular
288;5,46246E+15;6,31675E+15;5,596E+15;5,76394E+15;8,88012E+15;8,54953E+15;8,80666E+15;8,80213E+14;2,17302E+16;1,97611E+16;2,1353E+16;2,02687E+15;7,59975E+15;1,01521E+16;8,19674E+15;8,38402E+15;3,1938E+16;2,96288E+15;3,169E+16;3,00296E+16;5,65137E+15;5,44323E+15;5,62939E+16;5,47993E+15;vascular
289;1,32956E+16;1,32736E+16;1,54646E+15;1,67108E+16;8,41099E+15;8,30541E+15;7,8453E+15;7,39132E+15;8,40644E+15;8,02273E+14;7,09176E+14;7,07847E+15;3,21432E+16;3,18076E+16;4,23092E+15;4,97398E+15;2,98036E+16;3,03307E+14;2,85071E+13;2,8245E+16;1,72637E+15;1,74157E+15;1,68841E+16;1,68062E+16;vascular
290;9,4786E+15;9,77597E+15;8,27486E+15;9,80781E+15;9,22576E+15;9,15186E+15;9,37198E+15;9,1352E+15;9,7201E+15;9,49224E+15;1,22408E+16;9,88256E+15;1,39865E+15;1,51555E+16;1,15455E+16;1,54944E+16;3,18867E+16;3,12272E+15;3,54827E+15;3,22045E+16;1,78569E+16;1,76712E+15;1,88368E+15;1,79456E+14;vascular
291;7,13558E+15;7,57732E+15;7,38757E+15;8,14319E+15;9,54212E+15;9,46893E+15;9,5039E+15;9,42567E+15;1,4483E+15;1,56878E+15;1,58049E+16;1,3108E+16;9,73439E+15;1,13675E+16;1,07422E+16;1,2286E+16;6,56842E+15;6,79767E+15;7,28837E+15;6,249E+15;2,56289E+16;2,60723E+16;2,6997E+16;2,4998E+16;vascular
292;7,26625E+15;8,90889E+15;9,08714E+15;9,70716E+15;9,0976E+15;8,74962E+15;8,60858E+15;8,42758E+15;2,0303E+15;1,76518E+15;1,75247E+16;1,65766E+16;1,8843E+15;2,6931E+16;2,9346E+16;3,38723E+15;2,0844E+16;1,87527E+16;1,85498E+16;1,79841E+16;4,56553E+16;4,33044E+16;4,30695E+15;4,24077E+15;vascular
293;8,65544E+15;8,67386E+14;7,216E+16;9,47242E+15;9,36646E+15;9,33492E+15;9,52661E+15;9,25329E+15;1,40123E+16;1,43575E+16;1,69447E+16;1,26588E+14;1,46943E+16;1,52487E+16;1,11804E+16;1,71428E+16;7,69369E+15;8,01963E+15;8,38847E+14;7,43868E+15;2,77375E+16;2,8319E+16;2,89629E+16;2,72739E+16;vascular
294;1,71196E+16;1,68278E+16;1,5005E+16;1,70217E+15;5,97181E+15;5,83837E+15;7,05246E+15;5,75948E+15;5,63425E+16;6,61766E+15;7,49868E+15;6,76487E+15;4,91852E+15;4,95471E+15;3,92864E+15;5,03202E+15;3,16572E+16;3,25876E+16;3,18061E+13;3,19612E+16;1,77925E+15;1,8052E+15;1,78343E+16;1,78777E+15;vascular
295;7,85516E+15;7,88351E+15;6,94986E+14;8,5245E+15;9,49735E+15;9,46757E+15;9,59229E+15;9,40636E+15;1,29547E+15;1,37417E+16;1,58937E+16;1,15731E+16;1,0609E+15;1,11776E+15;8,79584E+15;1,24427E+15;6,10196E+15;6,28667E+15;6,63602E+15;6,04419E+15;2,47022E+15;2,50732E+16;2,57605E+16;2,45849E+16;vascular
296;9,25993E+15;9,90376E+15;8,94314E+15;9,66359E+15;9,22251E+15;9,10516E+15;9,34203E+15;9,18728E+15;1,10635E+16;1,10302E+16;1,20602E+15;1,06653E+16;1,52463E+16;1,7728E+15;1,36861E+16;1,60971E+16;4,30262E+15;4,31143E+15;4,47439E+14;4,24342E+15;2,07427E+16;2,0764E+16;2,11527E+15;2,05996E+16;vascular
297;7,47425E+15;8,70364E+15;7,13857E+15;7,76174E+16;9,30296E+15;9,04679E+13;9,32068E+15;9,24561E+15;1,5223E+16;1,39453E+16;1,78409E+15;1,57344E+16;1,0537E+16;1,46411E+16;1,04894E+16;1,15859E+16;7,65745E+15;6,43659E+14;8,48837E+15;7,7312E+14;2,76721E+16;2,53704E+16;2,91348E+15;2,7805E+16;vascular
298;1,44366E+16;1,53182E+15;1,32517E+16;1,50031E+15;8,77209E+15;8,59542E+15;8,87631E+15;8,63033E+15;1,06381E+15;1,07468E+16;1,39012E+15;1,21752E+16;4,7593E+15;5,55504E+15;4,46355E+16;5,41493E+15;5,94457E+14;5,7127E+15;8,42388E+15;6,63085E+15;2,43815E+16;2,39013E+16;2,90239E+15;2,57504E+16;vascular
299;9,0553E+14;1,03433E+16;9,95814E+15;1,03889E+15;9,25643E+15;8,92751E+15;9,01968E+15;8,94715E+15;1,37671E+16;1,30236E+15;1,20729E+16;1,18389E+16;1,60101E+16;2,26266E+16;2,0965E+16;2,22382E+16;6,09832E+15;5,67321E+15;5,53724E+15;5,29857E+14;2,46948E+16;2,38185E+16;2,35314E+16;2,30186E+15;vascular
300;6,41614E+15;6,6294E+16;6,30014E+15;6,96538E+15;7,7431E+15;7,46084E+15;7,68252E+15;7,28471E+15;1,7109E+16;1,73461E+16;1,79751E+16;1,65186E+16;9,56116E+15;1,11457E+16;9,9485E+15;1,1924E+16;2,32151E+16;2,32994E+16;2,39595E+15;2,21948E+16;4,81821E+15;4,82694E+15;4,89484E+15;4,71114E+15;vascular
301;1,05632E+16;1,2032E+16;1,16871E+16;1,12416E+16;8,90858E+15;8,58189E+15;8,70656E+15;8,64081E+15;1,10896E+15;9,47817E+15;1,02182E+16;1,0965E+16;2,07854E+16;2,61566E+15;2,46391E+15;2,50392E+16;4,95168E+15;4,80242E+14;4,81827E+16;4,9278E+15;2,22524E+16;2,19144E+15;2,19505E+15;2,21986E+16;vascular
302;1,26143E+16;1,44683E+16;1,44954E+16;1,24528E+16;7,26351E+15;6,14622E+15;6,46425E+15;6,92416E+15;1,06994E+16;8,81593E+15;8,52437E+15;1,07668E+16;3,2161E+15;4,0529E+15;3,94818E+15;3,25176E+14;6,82755E+15;6,17226E+14;6,04245E+15;7,54297E+15;2,61296E+16;2,4844E+16;2,45814E+16;2,74645E+16;vascular
303;1,27239E+15;1,29679E+16;1,17663E+16;1,42481E+16;9,02368E+15;8,91326E+15;9,09184E+15;8,82185E+15;1,04091E+16;1,02492E+15;1,1347E+16;9,26319E+15;3,50002E+15;3,90691E+16;3,29587E+15;4,23865E+16;3,70881E+16;3,57066E+15;3,9948E+16;3,29514E+15;1,92583E+16;1,88962E+16;1,9987E+16;1,81525E+16;vascular
304;1,15725E+16;1,2186E+15;1,0355E+16;1,16181E+16;8,43331E+15;8,32243E+15;8,71888E+15;8,37843E+15;8,56541E+15;7,92748E+15;1,03645E+16;9,38558E+15;2,25152E+16;2,46484E+16;1,90058E+16;2,37996E+16;3,15696E+15;3,13241E+15;3,54694E+15;3,2E+16;1,77678E+16;1,76986E+16;1,88333E+15;1,78885E+16;vascular
305;8,94526E+15;9,77714E+15;9,16743E+15;9,29724E+15;7,64015E+15;7,19011E+14;7,53523E+15;7,50079E+15;1,25402E+16;1,13087E+16;1,18674E+15;1,1406E+15;1,42354E+16;1,68153E+16;1,48371E+15;1,50023E+16;6,08936E+15;5,48325E+15;5,66531E+15;5,72336E+15;2,46766E+16;2,34163E+16;2,38019E+16;2,39235E+16;vascular
306;7,3374E+15;6,53125E+15;7,69986E+15;1,00826E+16;9,74509E+15;9,77293E+15;9,66803E+15;9,5038E+15;1,60729E+15;1,907E+16;1,73528E+16;1,27495E+15;1,13068E+16;9,98687E+15;1,47166E+15;2,1889E+16;7,4582E+15;8,1674E+15;7,70714E+15;6,40139E+15;2,73097E+16;2,85787E+16;2,77617E+14;2,5301E+16;vascular
307;9,69614E+15;1,00431E+16;8,07671E+15;9,19704E+15;8,72052E+15;8,59226E+15;9,04089E+15;8,81647E+15;1,00782E+16;1,07303E+15;1,47533E+16;1,13991E+16;1,63842E+16;1,83227E+16;1,27987E+16;1,54107E+16;4,47084E+15;4,6045E+15;5,95531E+15;4,79348E+16;2,11444E+16;2,14581E+16;2,44035E+16;2,1894E+16;vascular
308;8,85656E+15;8,47227E+15;8,35057E+15;9,35739E+15;9,18886E+15;9,1943E+15;9,29655E+15;8,86412E+15;1,34799E+15;1,44387E+16;1,40986E+14;1,45286E+15;1,65278E+15;1,53261E+15;1,45779E+16;2,18146E+16;9,13453E+15;9,57556E+15;9,30531E+15;9,45943E+15;3,02234E+16;3,09444E+16;3,05046E+16;3,07562E+16;vascular
309;9,11986E+15;1,08119E+16;8,84086E+14;9,06763E+15;9,14137E+15;8,86506E+15;9,16959E+15;9,101E+15;1,25872E+16;1,07214E+16;1,29511E+16;1,21952E+16;1,55832E+16;2,02414E+16;1,473E+16;1,60074E+16;6,15998E+15;5,29534E+15;5,77163E+15;5,5545E+15;2,48193E+16;2,30116E+16;2,40242E+16;2,3568E+16;vascular
310;8,0967E+15;8,91256E+14;7,09557E+15;8,29475E+15;9,33334E+15;9,18318E+15;9,43247E+15;9,27322E+15;1,37894E+16;1,41067E+16;1,73224E+16;1,52736E+16;1,2489E+16;1,55075E+16;1,08429E+16;1,37934E+15;7,63942E+15;7,26142E+15;8,63071E+15;7,6889E+15;2,76395E+16;2,6947E+16;2,93781E+15;2,77289E+16;vascular
311;1,45667E+16;1,51546E+16;1,40249E+16;1,55022E+16;7,76955E+14;7,53234E+14;8,10882E+15;7,55577E+15;7,70483E+15;7,24987E+15;8,07531E+15;6,8195E+15;3,88458E+15;4,2196E+15;3,53878E+16;4,17956E+15;3,90451E+16;3,82648E+16;3,7749E+15;3,72693E+15;1,97598E+16;1,95614E+15;1,94291E+15;1,93052E+16;vascular
312;5,39691E+15;6,31206E+15;4,34014E+15;4,18281E+15;8,64513E+15;8,15787E+14;9,05451E+15;9,20063E+15;1,71217E+16;1,51321E+15;2,17551E+16;2,12278E+14;4,72796E+16;6,45612E+15;3,24413E+15;2,79601E+15;1,31264E+15;1,22323E+15;1,61089E+16;1,54286E+16;3,62304E+16;3,49747E+15;4,01359E+15;3,92793E+16;vascular
313;1,06684E+16;1,5969E+16;1,3075E+16;1,01094E+16;9,39237E+15;8,78304E+15;9,17502E+15;9,44059E+14;1,25574E+15;7,44623E+15;9,63149E+15;1,44245E+16;2,44853E+16;4,97653E+16;3,34976E+15;2,28397E+16;4,33226E+15;3,10335E+16;3,68755E+15;4,9913E+15;2,08141E+16;1,76163E+16;1,9203E+16;2,23412E+15;vascular
314;8,03944E+15;9,77069E+14;8,29857E+15;8,4488E+15;8,9562E+15;8,57171E+15;8,83787E+15;8,77292E+14;1,63505E+16;1,33211E+16;1,54038E+16;1,50978E+15;1,42858E+15;1,9846E+16;1,60015E+14;1,70373E+15;8,83777E+15;7,72722E+15;8,6551E+14;7,98336E+15;2,97284E+16;2,77979E+15;2,94196E+16;2,82548E+16;vascular
315;1,33913E+16;1,43835E+15;1,40267E+16;1,49884E+16;6,65616E+14;5,96784E+15;6,42611E+14;5,91668E+15;7,68909E+15;7,64281E+15;7,46274E+15;6,43645E+15;2,96316E+16;3,5143E+15;3,32706E+15;3,57541E+16;3,86521E+15;3,7209E+16;3,67204E+15;3,6913E+15;1,96601E+16;1,92896E+16;1,91626E+15;1,92128E+15;vascular
316;1,13286E+16;1,31332E+16;1,15956E+16;1,12484E+16;7,26674E+15;6,65544E+15;7,34581E+15;7,10726E+15;9,93572E+15;8,67785E+15;9,28878E+15;1,15154E+16;2,70715E+16;3,27885E+15;2,62031E+16;2,77556E+15;4,70062E+15;4,17583E+16;4,80939E+16;4,8601E+16;2,16809E+16;2,04348E+16;2,19303E+15;2,20456E+15;vascular
317;7,62021E+15;9,55678E+15;8,38643E+15;8,48665E+15;9,31517E+15;8,94827E+15;9,1127E+15;9,07545E+15;1,38604E+16;1,18502E+16;1,38404E+15;1,2951E+16;1,00424E+16;1,47011E+15;1,25153E+16;1,29368E+16;5,61088E+15;5,21752E+15;5,57173E+15;5,36325E+15;2,36873E+16;2,28419E+15;2,36045E+16;2,31587E+16;vascular
318;8,88365E+15;9,83656E+15;1,00646E+16;1,105E+15;8,98793E+13;8,62525E+15;8,69208E+15;8,47061E+15;1,35752E+16;1,38084E+16;1,22771E+16;1,14703E+16;1,70417E+16;2,35682E+16;2,23475E+15;2,62679E+16;6,95077E+15;6,75537E+14;6,35592E+15;5,9075E+15;2,63643E+16;2,59911E+16;2,52109E+16;2,43054E+16;vascular
319;7,41768E+15;7,92283E+15;6,28471E+15;7,25381E+14;9,06539E+14;8,84951E+15;9,27954E+15;9,05187E+15;1,20331E+16;1,21554E+15;1,64115E+15;1,41913E+16;9,17837E+15;1,09554E+16;7,30424E+15;9,02902E+15;8,2223E+15;8,06688E+15;8,96153E+14;8,48705E+15;2,86745E+16;2,84023E+15;2,99358E+15;2,91325E+16;vascular
320;1,25302E+16;1,21245E+16;1,06107E+16;1,25555E+16;4,01225E+15;4,26565E+16;5,30459E+15;3,89606E+16;9,97462E+15;1,02431E+16;1,234E+16;9,88931E+15;3,03107E+16;2,87295E+15;2,34174E+16;3,05823E+16;4,93152E+14;5,14227E+15;5,99092E+15;5,01176E+15;2,2207E+16;2,26766E+15;2,44764E+16;2,2387E+15;normal
321;2,04444E+16;2,17359E+16;2,21758E+16;2,01854E+16;1,90339E+16;1,13082E+16;7,71854E+15;2,02744E+15;6,15609E+16;5,47256E+15;5,45475E+16;6,24404E+15;7,71431E+15;8,42697E+15;8,76479E+15;7,57643E+15;2,62494E+15;2,50642E+15;2,47812E+16;2,65025E+14;1,62017E+16;1,58317E+15;1,5742E+15;1,62796E+16;normal
322;2,13732E+16;2,42201E+15;2,5171E+16;2,43447E+16;2,66101E+15;1,07776E+16;4,78065E+15;9,89848E+14;6,27772E+15;5,13306E+16;4,8519E+15;5,10838E+15;8,45609E+15;1,02796E+16;1,09658E+16;1,03785E+16;2,36316E+16;2,11092E+16;2,06224E+16;2,09746E+15;1,53726E+16;1,4529E+16;1,43605E+16;1,44826E+16;normal
323;1,94224E+16;2,15804E+15;2,29548E+15;2,29206E+16;2,50181E+15;1,14058E+15;2,00379E+16;2,6428E+16;6,68298E+14;5,62941E+14;5,17798E+15;5,12755E+16;6,93466E+15;8,19227E+15;9,06402E+15;9,00193E+15;3,19601E+15;2,89298E+15;2,78438E+16;2,78E+16;1,78774E+15;1,70087E+16;1,66864E+15;1,66733E+16;normal
324;1,84893E+16;1,90012E+16;1,97968E+15;1,9258E+15;1,65336E+16;1,13871E+16;5,72943E+15;9,9176E+15;6,61386E+14;6,45123E+15;6,12293E+15;6,34195E+15;6,15611E+15;6,53703E+15;6,9745E+15;6,64479E+15;3,74132E+14;3,69047E+16;3,56555E+15;3,61972E+15;1,93425E+15;1,92106E+16;1,88827E+16;1,90256E+16;normal
325;1,56183E+16;1,71444E+16;1,66861E+15;1,60962E+16;4,70446E+15;3,70822E+16;3,92245E+16;4,21555E+15;7,91868E+15;6,98165E+15;7,18341E+15;7,70223E+14;4,77792E+15;5,60395E+15;5,39395E+15;5,15352E+15;2,84422E+16;2,63751E+15;2,72351E+15;2,83261E+14;1,68648E+16;1,62404E+16;1,65031E+15;1,68304E+16;normal
326;1,84126E+16;1,97818E+16;1,94537E+16;1,85041E+16;4,16394E+15;3,31595E+16;3,43671E+15;3,91919E+15;6,49946E+14;6,00173E+15;6,18082E+15;6,67932E+15;6,37861E+15;7,2316E+14;7,06865E+15;6,57876E+15;2,2181E+14;2,11576E+15;2,15733E+16;2,26353E+15;1,48933E+16;1,45457E+16;1,46878E+16;1,5045E+16;normal
327;1,2468E+16;1,23879E+16;1,27514E+15;1,25469E+16;5,55585E+15;5,55769E+15;5,32759E+15;5,48197E+15;9,54564E+14;9,61568E+15;9,26719E+15;9,35155E+15;3,04263E+15;3,01759E+15;3,16563E+15;3,06923E+15;3,81834E+15;3,85475E+14;3,76518E+15;3,81927E+15;1,95406E+15;1,96335E+16;1,94041E+16;1,9543E+15;normal
328;1,64036E+16;1,73271E+16;1,77326E+15;1,66283E+16;4,31908E+15;3,97209E+16;3,5826E+16;4,15765E+16;7,31102E+15;6,51657E+15;6,43881E+15;7,0488E+15;5,15741E+15;5,41511E+15;5,75042E+15;5,24798E+15;2,60527E+15;2,46517E+15;2,44376E+15;2,59366E+16;1,61408E+16;1,57009E+15;1,56325E+15;1,61048E+16;normal
329;1,48975E+16;1,52494E+16;1,51064E+16;1,44885E+16;2,1696E+16;1,88843E+14;1,9028E+16;2,5033E+15;7,72614E+15;7,38827E+14;7,77471E+15;8,01765E+15;4,03663E+15;4,16621E+15;4,15405E+16;3,85023E+15;4,49149E+15;4,39319E+16;4,48577E+16;4,59003E+15;2,11931E+16;2,09599E+15;2,11796E+16;2,14243E+16;normal
330;2,09774E+16;2,26822E+14;2,30456E+15;2,21555E+15;3,10927E+16;2,24371E+15;2,04211E+16;2,49198E+16;6,18941E+15;5,39229E+16;5,18231E+16;5,68323E+16;8,43588E+15;9,43465E+15;9,67314E+15;9,13575E+15;2,11148E+16;1,95676E+15;1,93517E+15;2,00867E+16;1,45309E+15;1,39884E+16;1,3911E+16;1,41727E+15;normal
331;2,03277E+16;1,94005E+16;1,91711E+16;1,93256E+15;8,42579E+15;1,5488E+15;1,53707E+15;1,45533E+16;5,69071E+16;5,94133E+15;6,42218E+13;6,26348E+15;7,00824E+15;6,45177E+14;6,45668E+15;6,52411E+15;2,89915E+15;2,98375E+16;3,06019E+15;3,04734E+16;1,70269E+15;1,72735E+16;1,74934E+16;1,74566E+16;normal
332;1,60321E+15;1,75785E+16;1,75608E+14;1,63569E+16;4,86331E+16;3,96856E+16;3,93363E+16;4,58812E+15;7,91787E+15;6,74222E+15;6,94705E+15;7,56913E+15;5,08819E+16;5,89297E+15;5,92058E+15;5,28888E+15;2,59803E+15;2,38932E+16;2,40873E+16;2,58635E+16;1,61184E+16;1,54574E+16;1,55201E+16;1,60821E+16;normal
333;2,6427E+16;2,49674E+16;2,62237E+16;2,12109E+15;-1,65567E+15;7,14043E+15;-8,99743E+14;2,9219E+16;4,09521E+15;4,35673E+16;4,10905E+15;5,5402E+15;1,13335E+16;1,03423E+16;1,12257E+15;7,88151E+15;1,80155E+16;1,85041E+15;1,82337E+16;2,03805E+16;1,34222E+15;1,3603E+16;1,35032E+16;1,4276E+16;normal
334;7,77041E+16;8,15091E+15;6,82064E+15;7,62348E+15;5,70872E+15;5,35487E+15;6,68093E+15;5,84026E+15;1,45802E+16;1,3871E+16;1,64371E+16;1,49039E+16;1,19093E+16;1,29197E+16;9,40049E+15;1,15745E+16;9,32898E+15;8,93124E+14;1,03995E+16;9,54718E+15;3,05434E+16;2,98852E+16;3,22483E+15;3,08985E+16;normal
335;3,39387E+16;4,3055E+15;4,1278E+15;4,00975E+14;8,90269E+15;8,21105E+15;8,38599E+15;8,45619E+15;2,60124E+14;2,21009E+16;2,24052E+16;2,29511E+16;1,97686E+15;3,24538E+15;2,97043E+16;2,80087E+16;2,19436E+15;1,80242E+16;1,85397E+16;1,8993E+16;4,6844E+15;4,24549E+15;4,30577E+15;4,3581E+15;normal
